"","id","status_group"
"12148",29384,"non functional"
"12149",59407,"functional"
"12150",39109,"functional needs repair"
"12151",40276,"functional"
"12152",2521,"non functional"
"12153",49903,"non functional"
"12154",7404,"non functional"
"12155",64691,"non functional"
"12156",14349,"functional"
"12157",61744,"non functional"
"12158",54793,"functional"
"12159",67515,"functional"
"12160",14644,"non functional"
"12161",11016,"functional"
"12162",48854,"functional"
"12163",3211,"non functional"
"12164",21475,"functional"
"12165",67728,"functional"
"12166",23236,"non functional"
"12167",43353,"non functional"
"12168",29675,"functional"
"12169",60955,"functional"
"12170",47910,"non functional"
"12171",37186,"functional"
"12172",55104,"functional"
"12173",20932,"non functional"
"12174",59536,"functional"
"12175",62964,"functional"
"12176",46745,"non functional"
"12177",57181,"functional"
"12178",26382,"functional needs repair"
"12179",26765,"non functional"
"12180",60102,"non functional"
"12181",43048,"functional"
"12182",40416,"non functional"
"12183",38275,"functional"
"12184",17858,"functional"
"12185",51732,"non functional"
"12186",36740,"functional needs repair"
"12187",22433,"functional"
"12188",8971,"functional"
"12189",53880,"functional"
"12190",18894,"non functional"
"12191",50721,"functional"
"12192",30005,"functional"
"12193",48785,"functional"
"12194",62958,"functional"
"12195",23584,"non functional"
"12196",35543,"functional"
"12197",37218,"non functional"
"12198",31450,"functional"
"12199",64362,"non functional"
"12200",70615,"non functional"
"12201",4835,"non functional"
"12202",38804,"functional"
"12203",38443,"non functional"
"12204",33518,"non functional"
"12205",32956,"functional"
"12206",57261,"functional"
"12207",43951,"functional"
"12208",62147,"functional"
"12209",2965,"non functional"
"12210",71900,"non functional"
"12211",25991,"functional"
"12212",55180,"non functional"
"12213",28843,"functional"
"12214",63588,"non functional"
"12215",54870,"non functional"
"12216",42392,"functional"
"12217",64385,"functional"
"12218",39735,"functional"
"12219",69240,"functional"
"12220",68137,"functional"
"12221",16058,"functional"
"12222",48011,"functional"
"12223",72944,"functional"
"12224",46568,"non functional"
"12225",62505,"non functional"
"12226",31906,"non functional"
"12227",6869,"non functional"
"12228",45587,"functional"
"12229",38644,"non functional"
"12230",30907,"functional"
"12231",68326,"functional"
"12232",71133,"functional"
"12233",21311,"non functional"
"12234",62883,"functional"
"12235",9633,"non functional"
"12236",44226,"non functional"
"12237",58066,"non functional"
"12238",61318,"non functional"
"12239",71035,"non functional"
"12240",62600,"non functional"
"12241",43594,"non functional"
"12242",30259,"functional"
"12243",55520,"non functional"
"12244",13181,"functional needs repair"
"12245",48219,"non functional"
"12246",55116,"functional"
"12247",16893,"functional"
"12248",15616,"non functional"
"12249",73955,"functional"
"12250",49502,"functional needs repair"
"12251",48410,"functional"
"12252",51017,"functional"
"12253",37421,"functional"
"12254",17449,"functional needs repair"
"12255",70869,"non functional"
"12256",43489,"functional"
"12257",2596,"functional"
"12258",13572,"non functional"
"12259",27928,"functional"
"12260",20839,"functional"
"12261",68464,"non functional"
"12262",68055,"functional needs repair"
"12263",11665,"non functional"
"12264",54438,"functional needs repair"
"12265",16447,"functional"
"12266",49644,"non functional"
"12267",39678,"functional needs repair"
"12268",55148,"functional"
"12269",52653,"non functional"
"12270",43993,"non functional"
"12271",7019,"non functional"
"12272",23183,"non functional"
"12273",35252,"functional"
"12274",22170,"functional"
"12275",2535,"functional needs repair"
"12276",28768,"functional"
"12277",57073,"functional"
"12278",20049,"non functional"
"12279",36538,"non functional"
"12280",36927,"functional"
"12281",5446,"non functional"
"12282",45475,"non functional"
"12283",594,"non functional"
"12284",26124,"functional"
"12285",1524,"functional needs repair"
"12286",68276,"functional"
"12287",52965,"non functional"
"12288",70634,"functional"
"12289",1689,"functional"
"12290",27966,"non functional"
"12291",54336,"functional"
"12292",57838,"non functional"
"12293",62084,"non functional"
"12294",61004,"non functional"
"12295",64923,"functional"
"12296",63826,"functional"
"12297",15093,"functional"
"12298",47894,"functional"
"12299",49703,"functional"
"12300",21734,"functional"
"12301",36726,"non functional"
"12302",11228,"functional"
"12303",45485,"functional"
"12304",20502,"functional"
"12305",67330,"non functional"
"12306",22479,"functional"
"12307",5496,"non functional"
"12308",11679,"functional"
"12309",19006,"functional"
"12310",73823,"functional"
"12311",23475,"non functional"
"12312",42252,"functional"
"12313",9957,"functional"
"12314",45205,"functional"
"12315",69817,"functional"
"12316",36540,"functional"
"12317",19552,"functional"
"12318",2699,"non functional"
"12319",32724,"non functional"
"12320",33348,"functional needs repair"
"12321",46070,"functional"
"12322",24797,"functional needs repair"
"12323",62389,"non functional"
"12324",57159,"functional"
"12325",10570,"functional"
"12326",15912,"functional needs repair"
"12327",60676,"functional"
"12328",71584,"non functional"
"12329",17588,"non functional"
"12330",72707,"functional"
"12331",11298,"functional"
"12332",11401,"functional"
"12333",20538,"functional"
"12334",2646,"functional needs repair"
"12335",38751,"non functional"
"12336",58732,"functional"
"12337",50442,"functional"
"12338",8677,"functional needs repair"
"12339",38431,"functional"
"12340",5272,"non functional"
"12341",46504,"functional"
"12342",10676,"non functional"
"12343",20052,"non functional"
"12344",9297,"functional"
"12345",50564,"functional"
"12346",53273,"functional"
"12347",53134,"functional"
"12348",16195,"non functional"
"12349",7537,"functional"
"12350",43552,"functional"
"12351",4410,"functional"
"12352",33081,"non functional"
"12353",35100,"non functional"
"12354",57862,"functional"
"12355",29221,"functional"
"12356",31988,"non functional"
"12357",47014,"functional"
"12358",56734,"functional"
"12359",45986,"functional"
"12360",10189,"functional"
"12361",59831,"non functional"
"12362",70672,"non functional"
"12363",13793,"functional"
"12364",47426,"non functional"
"12365",73686,"functional"
"12366",37995,"functional"
"12367",20520,"functional"
"12368",60698,"functional needs repair"
"12369",64703,"functional"
"12370",67370,"functional needs repair"
"12371",64015,"functional"
"12372",68400,"functional"
"12373",8591,"functional"
"12374",24746,"non functional"
"12375",55638,"functional"
"12376",35519,"non functional"
"12377",20301,"functional"
"12378",48445,"non functional"
"12379",60093,"functional"
"12380",23671,"functional"
"12381",52526,"functional"
"12382",12587,"functional needs repair"
"12383",4204,"functional"
"12384",36647,"functional"
"12385",70520,"non functional"
"12386",614,"non functional"
"12387",56909,"non functional"
"12388",49422,"functional"
"12389",43914,"functional"
"12390",1557,"non functional"
"12391",6373,"functional"
"12392",3891,"functional"
"12393",13998,"non functional"
"12394",48399,"non functional"
"12395",54101,"functional"
"12396",53391,"non functional"
"12397",28206,"functional"
"12398",37773,"functional needs repair"
"12399",51933,"functional"
"12400",51067,"functional"
"12401",52238,"functional"
"12402",24919,"functional"
"12403",26358,"non functional"
"12404",13759,"functional"
"12405",41271,"functional"
"12406",54873,"functional"
"12407",46210,"non functional"
"12408",15668,"functional"
"12409",6020,"functional"
"12410",14973,"non functional"
"12411",14307,"non functional"
"12412",60032,"non functional"
"12413",73215,"functional"
"12414",48917,"functional"
"12415",57185,"non functional"
"12416",28156,"non functional"
"12417",24686,"functional"
"12418",59926,"functional"
"12419",53947,"functional"
"12420",19544,"non functional"
"12421",71959,"non functional"
"12422",30623,"functional"
"12423",62650,"non functional"
"12424",51631,"functional"
"12425",15253,"functional"
"12426",34548,"non functional"
"12427",42789,"functional needs repair"
"12428",45657,"non functional"
"12429",5885,"functional"
"12430",5002,"functional"
"12431",39898,"non functional"
"12432",11952,"functional needs repair"
"12433",59282,"functional"
"12434",8588,"functional"
"12435",53409,"functional"
"12436",1928,"functional"
"12437",29308,"functional"
"12438",11233,"functional"
"12439",56930,"functional"
"12440",26304,"functional"
"12441",53840,"functional"
"12442",413,"functional needs repair"
"12443",62011,"non functional"
"12444",10805,"functional"
"12445",64692,"non functional"
"12446",24102,"functional needs repair"
"12447",71917,"functional"
"12448",51147,"functional needs repair"
"12449",4898,"functional"
"12450",9106,"functional needs repair"
"12451",3875,"non functional"
"12452",9799,"functional"
"12453",14584,"non functional"
"12454",14117,"functional"
"12455",39528,"functional"
"12456",34872,"functional"
"12457",36626,"functional"
"12458",24408,"functional"
"12459",2062,"functional"
"12460",64638,"functional"
"12461",36910,"functional"
"12462",15472,"functional"
"12463",57670,"non functional"
"12464",70893,"non functional"
"12465",10064,"functional"
"12466",67782,"functional"
"12467",69127,"functional"
"12468",8359,"functional needs repair"
"12469",71951,"functional"
"12470",557,"functional"
"12471",62496,"functional"
"12472",24713,"functional"
"12473",53359,"non functional"
"12474",34933,"functional"
"12475",63309,"functional"
"12476",14430,"non functional"
"12477",60938,"non functional"
"12478",9896,"functional"
"12479",69972,"non functional"
"12480",52841,"functional"
"12481",26905,"functional"
"12482",51330,"non functional"
"12483",43419,"functional"
"12484",13009,"functional"
"12485",53921,"non functional"
"12486",69676,"non functional"
"12487",37179,"functional"
"12488",39042,"functional"
"12489",57634,"functional"
"12490",10653,"functional"
"12491",45397,"non functional"
"12492",14642,"functional"
"12493",66255,"non functional"
"12494",3370,"non functional"
"12495",59136,"functional"
"12496",21339,"functional"
"12497",47677,"functional"
"12498",31163,"functional"
"12499",62397,"functional"
"12500",51083,"functional"
"12501",19447,"non functional"
"12502",9056,"functional"
"12503",19148,"functional"
"12504",28422,"functional"
"12505",33632,"functional"
"12506",48302,"non functional"
"12507",43879,"functional needs repair"
"12508",15112,"functional"
"12509",70706,"non functional"
"12510",39040,"functional needs repair"
"12511",28312,"functional needs repair"
"12512",48303,"non functional"
"12513",15157,"functional"
"12514",65065,"non functional"
"12515",1559,"functional"
"12516",8336,"functional needs repair"
"12517",52637,"non functional"
"12518",38177,"functional"
"12519",50880,"functional"
"12520",50288,"functional"
"12521",21539,"functional"
"12522",62476,"functional"
"12523",19289,"non functional"
"12524",64253,"functional"
"12525",57335,"functional"
"12526",13202,"non functional"
"12527",12235,"non functional"
"12528",21452,"functional"
"12529",16648,"functional"
"12530",18516,"functional"
"12531",73456,"functional"
"12532",30644,"functional"
"12533",24029,"functional"
"12534",16047,"functional"
"12535",67777,"functional"
"12536",53509,"functional"
"12537",39219,"functional"
"12538",16582,"functional needs repair"
"12539",68172,"functional"
"12540",28882,"functional"
"12541",39783,"functional"
"12542",16406,"non functional"
"12543",62034,"functional"
"12544",64085,"non functional"
"12545",40691,"functional"
"12546",65904,"functional"
"12547",6762,"non functional"
"12548",3386,"functional"
"12549",65224,"functional"
"12550",71745,"functional"
"12551",5801,"non functional"
"12552",2214,"non functional"
"12553",10416,"functional"
"12554",32875,"functional"
"12555",7882,"functional"
"12556",42273,"functional"
"12557",9965,"functional"
"12558",71533,"functional"
"12559",65471,"functional"
"12560",9889,"non functional"
"12561",71226,"functional needs repair"
"12562",34740,"non functional"
"12563",22584,"functional"
"12564",17265,"functional"
"12565",64595,"functional"
"12566",92,"non functional"
"12567",37907,"non functional"
"12568",13872,"functional"
"12569",24303,"non functional"
"12570",62201,"functional needs repair"
"12571",63837,"functional"
"12572",48038,"non functional"
"12573",766,"non functional"
"12574",52010,"functional needs repair"
"12575",7943,"functional"
"12576",23979,"functional"
"12577",7609,"functional"
"12578",70071,"functional"
"12579",69977,"functional"
"12580",41406,"functional"
"12581",29233,"functional"
"12582",52326,"non functional"
"12583",27032,"functional"
"12584",21391,"functional"
"12585",5973,"functional"
"12586",48507,"functional"
"12587",20587,"non functional"
"12588",3743,"non functional"
"12589",32522,"functional"
"12590",2075,"functional"
"12591",56183,"functional"
"12592",34655,"functional"
"12593",16339,"functional"
"12594",67876,"functional needs repair"
"12595",54121,"non functional"
"12596",28420,"non functional"
"12597",11948,"functional"
"12598",39093,"functional"
"12599",57566,"functional"
"12600",5771,"functional"
"12601",55373,"functional"
"12602",49388,"non functional"
"12603",68888,"functional"
"12604",21811,"functional"
"12605",57304,"non functional"
"12606",63245,"non functional"
"12607",3192,"non functional"
"12608",70895,"non functional"
"12609",5754,"non functional"
"12610",34006,"functional"
"12611",39483,"non functional"
"12612",20836,"non functional"
"12613",48187,"functional"
"12614",40012,"non functional"
"12615",7281,"non functional"
"12616",54325,"functional needs repair"
"12617",10901,"functional"
"12618",15499,"non functional"
"12619",57318,"non functional"
"12620",31100,"functional"
"12621",5859,"functional"
"12622",39416,"functional needs repair"
"12623",35865,"non functional"
"12624",29543,"functional"
"12625",50352,"functional"
"12626",19016,"non functional"
"12627",41916,"functional"
"12628",67282,"non functional"
"12629",56260,"functional"
"12630",53058,"functional"
"12631",68369,"non functional"
"12632",21940,"functional"
"12633",60428,"non functional"
"12634",40680,"non functional"
"12635",28670,"functional"
"12636",28984,"functional needs repair"
"12637",22721,"functional"
"12638",14345,"non functional"
"12639",62860,"non functional"
"12640",16942,"non functional"
"12641",30985,"non functional"
"12642",4593,"non functional"
"12643",60815,"functional"
"12644",31933,"functional"
"12645",62832,"non functional"
"12646",10020,"functional"
"12647",56202,"functional"
"12648",69523,"non functional"
"12649",42835,"non functional"
"12650",56294,"non functional"
"12651",62857,"non functional"
"12652",6198,"functional"
"12653",13412,"non functional"
"12654",10521,"non functional"
"12655",61477,"functional"
"12656",51227,"non functional"
"12657",71057,"non functional"
"12658",33194,"functional"
"12659",41543,"functional"
"12660",49449,"functional"
"12661",66827,"functional"
"12662",38472,"non functional"
"12663",11374,"functional"
"12664",14227,"functional"
"12665",37172,"functional needs repair"
"12666",53161,"functional"
"12667",33570,"functional"
"12668",33766,"functional"
"12669",37083,"functional"
"12670",30963,"functional"
"12671",370,"functional"
"12672",4665,"functional"
"12673",28137,"non functional"
"12674",45993,"functional"
"12675",9751,"functional needs repair"
"12676",1276,"functional"
"12677",15937,"non functional"
"12678",23733,"functional"
"12679",62292,"non functional"
"12680",65610,"functional"
"12681",54017,"functional"
"12682",35775,"functional"
"12683",63571,"functional"
"12684",13757,"non functional"
"12685",22285,"non functional"
"12686",17218,"functional"
"12687",57288,"non functional"
"12688",27349,"functional"
"12689",38287,"non functional"
"12690",37160,"non functional"
"12691",29765,"non functional"
"12692",36812,"functional"
"12693",64009,"non functional"
"12694",5883,"functional"
"12695",50082,"functional"
"12696",49456,"functional"
"12697",13886,"non functional"
"12698",46158,"non functional"
"12699",2594,"non functional"
"12700",24336,"non functional"
"12701",34239,"non functional"
"12702",32492,"functional"
"12703",64145,"non functional"
"12704",12484,"functional"
"12705",51804,"functional needs repair"
"12706",67901,"functional"
"12707",9081,"functional"
"12708",49815,"functional"
"12709",9426,"functional"
"12710",57783,"functional needs repair"
"12711",70284,"functional"
"12712",18211,"non functional"
"12713",73953,"non functional"
"12714",51202,"non functional"
"12715",64736,"functional"
"12716",5499,"functional"
"12717",32140,"functional"
"12718",28524,"functional"
"12719",24175,"functional"
"12720",1306,"non functional"
"12721",33480,"functional needs repair"
"12722",34258,"functional"
"12723",23164,"functional"
"12724",32817,"functional"
"12725",7666,"functional"
"12726",54536,"functional"
"12727",7192,"functional needs repair"
"12728",27120,"non functional"
"12729",73174,"functional"
"12730",73717,"non functional"
"12731",34427,"non functional"
"12732",50191,"non functional"
"12733",73259,"functional"
"12734",18493,"functional"
"12735",8523,"functional"
"12736",73995,"non functional"
"12737",35915,"functional"
"12738",18948,"functional"
"12739",68298,"functional needs repair"
"12740",6361,"non functional"
"12741",45545,"non functional"
"12742",31340,"functional needs repair"
"12743",33107,"functional needs repair"
"12744",14301,"functional"
"12745",44803,"functional"
"12746",10922,"non functional"
"12747",47538,"functional"
"12748",62485,"non functional"
"12749",7127,"non functional"
"12750",23553,"non functional"
"12751",61314,"non functional"
"12752",15932,"functional needs repair"
"12753",70550,"non functional"
"12754",48513,"functional"
"12755",30035,"non functional"
"12756",46050,"functional"
"12757",59778,"functional"
"12758",10170,"functional"
"12759",24284,"functional"
"12760",43041,"functional"
"12761",58986,"functional"
"12762",42061,"non functional"
"12763",39129,"non functional"
"12764",51377,"non functional"
"12765",61044,"non functional"
"12766",71003,"functional"
"12767",48755,"non functional"
"12768",69665,"functional"
"12769",8765,"functional"
"12770",58904,"non functional"
"12771",62274,"functional"
"12772",10344,"functional"
"12773",56599,"functional"
"12774",49879,"functional"
"12775",20164,"functional needs repair"
"12776",22891,"non functional"
"12777",73137,"functional needs repair"
"12778",23459,"non functional"
"12779",20573,"functional"
"12780",37877,"non functional"
"12781",9454,"functional"
"12782",16850,"functional"
"12783",51997,"non functional"
"12784",58260,"functional"
"12785",33117,"non functional"
"12786",22666,"non functional"
"12787",41117,"non functional"
"12788",28484,"functional"
"12789",881,"non functional"
"12790",22298,"non functional"
"12791",64112,"non functional"
"12792",51899,"functional"
"12793",59062,"functional"
"12794",2240,"functional"
"12795",4466,"non functional"
"12796",13891,"functional"
"12797",10447,"functional"
"12798",13065,"functional needs repair"
"12799",12800,"functional"
"12800",33478,"functional"
"12801",57738,"functional needs repair"
"12802",11082,"functional"
"12803",27896,"non functional"
"12804",22072,"non functional"
"12805",48922,"functional needs repair"
"12806",64342,"non functional"
"12807",9704,"functional"
"12808",10793,"non functional"
"12809",70563,"non functional"
"12810",31533,"functional"
"12811",8823,"functional"
"12812",25557,"functional"
"12813",73863,"functional"
"12814",25177,"non functional"
"12815",6548,"functional needs repair"
"12816",227,"functional"
"12817",30770,"functional"
"12818",25174,"functional"
"12819",23637,"functional"
"12820",10142,"functional"
"12821",69864,"functional"
"12822",39084,"functional"
"12823",12310,"non functional"
"12824",17249,"non functional"
"12825",60609,"functional"
"12826",23077,"non functional"
"12827",22021,"non functional"
"12828",60675,"functional"
"12829",8535,"non functional"
"12830",34335,"non functional"
"12831",71312,"functional"
"12832",69638,"functional"
"12833",60677,"non functional"
"12834",63422,"non functional"
"12835",1388,"non functional"
"12836",24664,"functional"
"12837",50333,"non functional"
"12838",69503,"functional"
"12839",71911,"functional"
"12840",28844,"functional needs repair"
"12841",18496,"functional needs repair"
"12842",10701,"functional"
"12843",22871,"functional"
"12844",61711,"functional"
"12845",53560,"functional"
"12846",46898,"non functional"
"12847",11769,"functional"
"12848",7552,"non functional"
"12849",5751,"functional"
"12850",44130,"functional"
"12851",44131,"non functional"
"12852",45662,"non functional"
"12853",10807,"non functional"
"12854",14660,"non functional"
"12855",23688,"non functional"
"12856",49041,"functional"
"12857",58779,"non functional"
"12858",55295,"functional needs repair"
"12859",1590,"functional"
"12860",13152,"functional"
"12861",68004,"functional"
"12862",34459,"non functional"
"12863",72336,"non functional"
"12864",56802,"functional needs repair"
"12865",7416,"functional"
"12866",28820,"functional"
"12867",40328,"functional needs repair"
"12868",63616,"non functional"
"12869",2169,"non functional"
"12870",60370,"non functional"
"12871",68519,"non functional"
"12872",23773,"functional"
"12873",44851,"non functional"
"12874",31291,"functional"
"12875",64168,"non functional"
"12876",4583,"functional needs repair"
"12877",38068,"non functional"
"12878",63996,"functional"
"12879",6427,"non functional"
"12880",27996,"functional needs repair"
"12881",15120,"non functional"
"12882",28148,"non functional"
"12883",267,"functional"
"12884",58757,"non functional"
"12885",7331,"functional"
"12886",4938,"functional"
"12887",50401,"functional"
"12888",50866,"functional"
"12889",52672,"functional"
"12890",49488,"functional needs repair"
"12891",42954,"functional"
"12892",24306,"functional"
"12893",38867,"non functional"
"12894",65506,"functional"
"12895",595,"functional needs repair"
"12896",24876,"functional"
"12897",53048,"non functional"
"12898",25713,"functional"
"12899",45453,"functional"
"12900",63094,"functional needs repair"
"12901",38587,"functional"
"12902",41095,"non functional"
"12903",38090,"functional"
"12904",32297,"functional"
"12905",18556,"functional"
"12906",66205,"non functional"
"12907",63511,"non functional"
"12908",43359,"non functional"
"12909",238,"functional"
"12910",14033,"non functional"
"12911",53197,"non functional"
"12912",64143,"non functional"
"12913",73145,"functional"
"12914",51246,"functional"
"12915",62531,"functional needs repair"
"12916",59998,"functional"
"12917",306,"non functional"
"12918",38129,"functional needs repair"
"12919",23045,"functional"
"12920",65681,"non functional"
"12921",14494,"non functional"
"12922",46736,"functional"
"12923",18576,"non functional"
"12924",22512,"functional"
"12925",37759,"functional"
"12926",52809,"functional"
"12927",17844,"functional"
"12928",6033,"non functional"
"12929",25197,"functional"
"12930",721,"non functional"
"12931",73665,"non functional"
"12932",42353,"functional"
"12933",52014,"functional"
"12934",34547,"functional"
"12935",31451,"non functional"
"12936",46126,"non functional"
"12937",23571,"functional needs repair"
"12938",30212,"functional"
"12939",22696,"functional"
"12940",49665,"functional"
"12941",39661,"functional"
"12942",6029,"functional"
"12943",55595,"functional"
"12944",4417,"non functional"
"12945",54280,"functional"
"12946",64813,"functional"
"12947",40695,"functional"
"12948",19307,"functional"
"12949",1818,"non functional"
"12950",34869,"functional"
"12951",8725,"functional"
"12952",40524,"functional"
"12953",41058,"functional"
"12954",73190,"non functional"
"12955",8174,"functional needs repair"
"12956",26659,"functional"
"12957",13570,"functional"
"12958",58051,"non functional"
"12959",38153,"functional"
"12960",2018,"functional"
"12961",70460,"non functional"
"12962",64607,"functional"
"12963",6651,"functional"
"12964",36905,"functional"
"12965",58033,"non functional"
"12966",27303,"functional"
"12967",25616,"functional"
"12968",37121,"functional"
"12969",56578,"non functional"
"12970",24723,"non functional"
"12971",9803,"functional"
"12972",13790,"non functional"
"12973",53210,"functional"
"12974",53318,"functional"
"12975",59580,"non functional"
"12976",38612,"non functional"
"12977",51577,"functional"
"12978",69772,"non functional"
"12979",73067,"non functional"
"12980",16080,"non functional"
"12981",20493,"non functional"
"12982",63156,"functional needs repair"
"12983",46560,"non functional"
"12984",59552,"functional"
"12985",4032,"functional"
"12986",33605,"functional"
"12987",60432,"functional"
"12988",2562,"non functional"
"12989",73306,"functional"
"12990",73885,"functional"
"12991",14870,"functional"
"12992",54962,"functional"
"12993",1671,"functional"
"12994",67248,"functional needs repair"
"12995",27730,"functional"
"12996",37327,"non functional"
"12997",39671,"non functional"
"12998",49780,"functional"
"12999",4769,"functional"
"13000",27585,"non functional"
"13001",9368,"functional"
"13002",2288,"non functional"
"13003",44410,"non functional"
"13004",33582,"functional"
"13005",29466,"non functional"
"13006",54343,"functional"
"13007",2050,"functional"
"13008",50386,"functional"
"13009",7543,"functional"
"13010",40505,"functional"
"13011",29953,"functional"
"13012",18195,"functional"
"13013",18015,"functional"
"13014",34685,"non functional"
"13015",57487,"functional"
"13016",12350,"functional"
"13017",781,"non functional"
"13018",107,"functional"
"13019",1438,"non functional"
"13020",63168,"non functional"
"13021",66809,"non functional"
"13022",62442,"functional"
"13023",16146,"non functional"
"13024",33852,"functional"
"13025",63639,"non functional"
"13026",44094,"non functional"
"13027",35121,"functional"
"13028",65392,"functional"
"13029",53911,"functional needs repair"
"13030",15382,"non functional"
"13031",3535,"functional needs repair"
"13032",2480,"functional"
"13033",59890,"functional needs repair"
"13034",51545,"non functional"
"13035",28060,"functional"
"13036",57121,"functional needs repair"
"13037",73262,"functional"
"13038",5556,"functional"
"13039",13586,"functional"
"13040",50977,"functional"
"13041",59508,"non functional"
"13042",74008,"functional"
"13043",39907,"non functional"
"13044",52016,"functional"
"13045",41605,"non functional"
"13046",55519,"functional"
"13047",66734,"functional"
"13048",66978,"functional"
"13049",55937,"functional needs repair"
"13050",22885,"functional"
"13051",71085,"functional"
"13052",52620,"non functional"
"13053",69621,"functional"
"13054",72956,"functional"
"13055",57327,"non functional"
"13056",69696,"non functional"
"13057",25828,"functional"
"13058",16282,"non functional"
"13059",21836,"functional"
"13060",63413,"non functional"
"13061",19500,"non functional"
"13062",72204,"functional"
"13063",42317,"non functional"
"13064",64183,"functional"
"13065",21638,"functional"
"13066",46748,"non functional"
"13067",33698,"functional"
"13068",28046,"non functional"
"13069",1529,"functional"
"13070",36810,"functional"
"13071",12829,"functional needs repair"
"13072",33855,"non functional"
"13073",12300,"non functional"
"13074",27982,"functional"
"13075",46894,"non functional"
"13076",57448,"functional"
"13077",985,"functional"
"13078",61813,"non functional"
"13079",33571,"functional"
"13080",31993,"functional"
"13081",58347,"functional"
"13082",9246,"functional"
"13083",4527,"non functional"
"13084",2473,"non functional"
"13085",53878,"non functional"
"13086",2123,"functional"
"13087",22958,"functional"
"13088",54396,"functional"
"13089",49024,"non functional"
"13090",51636,"functional"
"13091",25640,"non functional"
"13092",23428,"non functional"
"13093",21221,"functional"
"13094",21039,"non functional"
"13095",57517,"functional"
"13096",6464,"functional"
"13097",65647,"functional"
"13098",21634,"functional"
"13099",67519,"functional"
"13100",23212,"non functional"
"13101",26833,"functional"
"13102",67689,"functional"
"13103",64586,"functional"
"13104",54611,"non functional"
"13105",8877,"non functional"
"13106",54365,"functional needs repair"
"13107",19397,"functional"
"13108",65215,"functional"
"13109",19265,"non functional"
"13110",4714,"functional"
"13111",62752,"non functional"
"13112",11451,"non functional"
"13113",7387,"functional needs repair"
"13114",71602,"functional"
"13115",10360,"functional"
"13116",37531,"functional needs repair"
"13117",60946,"functional"
"13118",3467,"functional needs repair"
"13119",60621,"functional"
"13120",61991,"functional"
"13121",10953,"functional"
"13122",56752,"functional"
"13123",3819,"functional"
"13124",50104,"functional"
"13125",6263,"non functional"
"13126",46196,"non functional"
"13127",43515,"non functional"
"13128",54771,"non functional"
"13129",3412,"non functional"
"13130",49276,"functional"
"13131",71146,"non functional"
"13132",31317,"functional"
"13133",48247,"functional"
"13134",45328,"functional"
"13135",19538,"non functional"
"13136",72588,"functional"
"13137",14122,"functional"
"13138",31741,"non functional"
"13139",22993,"functional"
"13140",39576,"non functional"
"13141",71671,"functional"
"13142",35353,"non functional"
"13143",65783,"functional"
"13144",55761,"functional"
"13145",6315,"functional"
"13146",7090,"functional"
"13147",39886,"non functional"
"13148",26703,"non functional"
"13149",14993,"functional needs repair"
"13150",12610,"functional"
"13151",66897,"functional"
"13152",51061,"functional"
"13153",26033,"non functional"
"13154",11462,"functional needs repair"
"13155",65293,"non functional"
"13156",6958,"non functional"
"13157",30685,"non functional"
"13158",51182,"functional"
"13159",48793,"functional"
"13160",24262,"functional"
"13161",40468,"functional"
"13162",48946,"functional"
"13163",22726,"functional"
"13164",6457,"functional"
"13165",5231,"functional"
"13166",47291,"non functional"
"13167",37882,"non functional"
"13168",70240,"non functional"
"13169",5775,"functional"
"13170",33270,"functional needs repair"
"13171",42759,"non functional"
"13172",46038,"non functional"
"13173",29650,"functional"
"13174",10670,"functional"
"13175",14309,"non functional"
"13176",67564,"functional"
"13177",12981,"non functional"
"13178",38294,"functional"
"13179",14526,"non functional"
"13180",2474,"functional"
"13181",49457,"functional"
"13182",50090,"non functional"
"13183",55855,"functional"
"13184",22012,"functional"
"13185",52942,"functional"
"13186",20663,"non functional"
"13187",6800,"functional"
"13188",4016,"functional"
"13189",26723,"non functional"
"13190",3691,"non functional"
"13191",66116,"functional needs repair"
"13192",25331,"functional"
"13193",73810,"functional"
"13194",56089,"functional needs repair"
"13195",21526,"non functional"
"13196",23940,"functional needs repair"
"13197",14062,"functional needs repair"
"13198",50251,"functional"
"13199",993,"functional"
"13200",60245,"non functional"
"13201",4585,"functional"
"13202",12135,"functional"
"13203",38180,"functional"
"13204",49534,"non functional"
"13205",73014,"functional"
"13206",51896,"non functional"
"13207",3058,"functional"
"13208",45468,"functional"
"13209",72841,"functional"
"13210",53343,"non functional"
"13211",3231,"non functional"
"13212",65075,"functional"
"13213",59986,"non functional"
"13214",41676,"functional"
"13215",29420,"functional"
"13216",18232,"functional needs repair"
"13217",16201,"functional"
"13218",7864,"non functional"
"13219",16435,"non functional"
"13220",9280,"functional"
"13221",35075,"functional"
"13222",20333,"non functional"
"13223",12303,"non functional"
"13224",31535,"non functional"
"13225",64882,"functional"
"13226",45355,"functional"
"13227",14949,"non functional"
"13228",69289,"non functional"
"13229",44613,"non functional"
"13230",10280,"non functional"
"13231",6520,"non functional"
"13232",26626,"functional"
"13233",36420,"functional"
"13234",49996,"non functional"
"13235",47295,"non functional"
"13236",4009,"functional"
"13237",17817,"non functional"
"13238",50838,"functional"
"13239",42963,"functional"
"13240",52172,"functional"
"13241",56970,"functional"
"13242",66019,"functional"
"13243",68019,"functional needs repair"
"13244",25606,"non functional"
"13245",31851,"non functional"
"13246",22823,"functional"
"13247",16953,"non functional"
"13248",48171,"functional"
"13249",2886,"non functional"
"13250",65138,"functional"
